1	933
2	916
3	728
4	487
5	428
6	325
7	323
8	264
9	259
10	246
11	244
12	237
13	230
14	221
15	216
16	203
17	195
18	193
19	181
20	180
21	174
22	163
23	155
24	150
25	143
26	136
27	134
28	133
29	132
30	131
31	129
32	127
33	122
34	121
35	119
36	118
37	117
38	115
39	108
40	107
41	104
42	102
43	100
44	99
45	97
46	96
47	94
48	91
49	88
50	85
51	84
52	82
53	81
54	80
55	79
56	78
57	77
58	76
59	75
60	74
61	72
62	71
63	69
64	68
65	67
66	66
67	65
68	64
69	63
70	62
71	61
72	60
73	59
74	58
75	57
76	56
77	55
78	53
79	52
80	51
81	50
82	49
83	48
84	47
85	46
86	45
87	44
88	43
89	42
90	41
91	40
92	39
93	38
94	37
95	36
96	35
97	34
98	33
99	32
100	31
101	30
102	29
103	28
104	27
105	26
106	25
107	24
108	23
109	22
110	21
111	20
112	19
113	18
114	17
115	16
116	15
117	14
118	13
119	12
120	11
121	10
122	9
123	8
124	7
125	6
126	5
127	4
128	3
129	2
130	1
